 ,Label,Area,Mean,Min,Max,MinThr,MaxThr
1,C2-A1-1-1.tif:00001-01107,610.725,640.445,200,1180,0,65535
2,C2-A1-1-1.tif:00002-01113,59.908,475.569,288,778,0,65535
3,C2-A1-1-1.tif:00003-01150,80.709,533.820,351,968,0,65535
4,C2-A1-1-1.tif:00004-01198,51.171,568.829,287,949,0,65535
5,C2-A1-1-1.tif:00005-01227,138.120,652.491,328,1265,0,65535
6,C2-A1-1-1.tif:00006-01229,56.163,474.030,280,753,0,65535
7,C2-A1-1-1.tif:00007-01242,175.147,634.014,194,1065,0,65535
8,C2-A1-1-1.tif:00008-01245,66.980,557.447,297,913,0,65535
9,C2-A1-1-1.tif:00009-01252,40.770,792.837,350,1583,0,65535
10,C2-A1-1-1.tif:00010-01262,42.435,500.618,350,810,0,65535
11,C2-A1-1-1.tif:00011-01298,75.301,596.155,350,1090,0,65535
12,C2-A1-1-1.tif:00012-01323,84.037,559.743,350,1026,0,65535
13,C2-A1-1-1.tif:00013-01330,81.125,569.641,351,1056,0,65535
14,C2-A1-1-1.tif:00014-01386,69.060,579.765,319,1037,0,65535
15,C2-A1-1-1.tif:00015-01409,49.091,664.500,371,1156,0,65535
16,C2-A1-1-1.tif:00016-01431,42.019,516.228,353,924,0,65535
17,C2-A1-1-1.tif:00017-01432,47.843,511.965,356,848,0,65535
18,C2-A1-1-1.tif:00018-01457,86.117,507.705,334,861,0,65535
19,C2-A1-1-1.tif:00019-01461,79.045,777.032,350,1557,0,65535
20,C2-A1-1-1.tif:00020-01477,61.572,466.297,345,707,0,65535
21,C2-A1-1-1.tif:00021-01490,58.244,771.750,340,2227,0,65535
22,C2-A1-1-1.tif:00022-01498,45.347,550.183,360,941,0,65535
23,C2-A1-1-1.tif:00023-01500,44.931,553.694,351,1002,0,65535
24,C2-A1-1-1.tif:00024-01513,43.683,458.105,351,764,0,65535
25,C2-A1-1-1.tif:00025-01553,46.595,528.509,360,911,0,65535
26,C2-A1-1-1.tif:00026-01581,41.603,471.340,228,790,0,65535
27,C2-A1-1-1.tif:00027-01596,448.891,703.566,266,1316,0,65535
28,C2-A1-1-1.tif:00028-01591,59.492,514.545,351,817,0,65535
29,C2-A1-1-1.tif:00029-01596,52.835,502.976,334,697,0,65535
30,C2-A1-1-1.tif:00030-01597,65.732,508.228,350,836,0,65535
31,C2-A1-1-1.tif:00031-01610,99.846,563.967,354,965,0,65535
32,C2-A1-1-1.tif:00032-01603,63.652,530.549,267,878,0,65535
33,C2-A1-1-1.tif:00033-01608,72.804,562.731,228,941,0,65535
34,C2-A1-1-1.tif:00034-01614,314.099,779.985,379,1372,0,65535
35,C2-A1-1-1.tif:00035-01607,57.411,503.920,346,871,0,65535
36,C2-A1-1-1.tif:00036-01614,49.923,483.967,350,851,0,65535
37,C2-A1-1-1.tif:00037-01613,41.603,684.650,354,1613,0,65535
38,C2-A1-1-1.tif:00038-01622,129.384,583.367,350,1024,0,65535
39,C2-A1-1-1.tif:00039-01620,43.683,488.876,147,717,0,65535
40,C2-A1-1-1.tif:00040-01626,86.533,534.986,350,888,0,65535
41,C2-A1-1-1.tif:00041-01621,40.770,514.143,356,824,0,65535
42,C2-A1-1-1.tif:00042-01627,89.445,566.381,204,932,0,65535
43,C2-A1-1-1.tif:00043-01632,55.747,515.246,356,875,0,65535
44,C2-A1-1-1.tif:00044-01646,51.171,533.122,285,818,0,65535
45,C2-A1-1-1.tif:00045-01654,52.003,497.240,258,762,0,65535
46,C2-A1-1-1.tif:00046-01663,47.843,484.983,310,752,0,65535
47,C2-A1-1-1.tif:00047-01664,53.667,624.016,350,1109,0,65535
48,C2-A1-1-1.tif:00048-01671,41.187,428.242,350,621,0,65535
49,C2-A1-1-1.tif:00049-01681,115.239,554.292,356,889,0,65535
50,C2-A1-1-1.tif:00050-01687,42.435,579.833,357,1116,0,65535
51,C2-A1-1-1.tif:00051-01685,99.846,542.158,154,933,0,65535
52,C2-A1-1-1.tif:00052-01683,124.392,564.615,294,879,0,65535
53,C2-A1-1-1.tif:00053-01690,53.251,511.719,181,781,0,65535
54,C2-A1-1-1.tif:00054-01698,145.193,557.029,351,977,0,65535
55,C2-A1-1-1.tif:00055-01695,46.179,498.838,351,868,0,65535
56,C2-A1-1-1.tif:00056-01699,65.732,650.842,250,1284,0,65535
57,C2-A1-1-1.tif:00057-01704,106.086,511.906,332,1002,0,65535
58,C2-A1-1-1.tif:00058-01706,51.587,441.460,351,741,0,65535
59,C2-A1-1-1.tif:00059-01713,61.156,458.837,338,690,0,65535
60,C2-A1-1-1.tif:00060-01712,53.667,799.550,359,1440,0,65535
61,C2-A1-1-1.tif:00061-01727,72.804,434.674,350,662,0,65535
62,C2-A1-1-1.tif:00062-01731,89.861,526.370,350,864,0,65535
63,C2-A1-1-1.tif:00063-01734,57.411,640.717,352,1378,0,65535
64,C2-A1-1-1.tif:00064-01739,42.851,715.466,288,1522,0,65535
65,C2-A1-1-1.tif:00065-01742,42.851,557.214,356,950,0,65535
66,C2-A1-1-1.tif:00066-01748,53.251,464.766,355,778,0,65535
67,C2-A1-1-1.tif:00067-01754,68.228,524.945,246,859,0,65535
68,C2-A1-1-1.tif:00068-01757,196.780,659.182,347,1110,0,65535
69,C2-A1-1-1.tif:00069-01751,65.316,624.178,353,1140,0,65535
70,C2-A1-1-1.tif:00070-01752,45.763,496.873,351,747,0,65535
71,C2-A1-1-1.tif:00071-01752,44.931,501.713,353,781,0,65535
72,C2-A1-1-1.tif:00072-01755,49.923,569.283,350,1060,0,65535
73,C2-A1-1-1.tif:00073-01760,43.267,509.308,350,762,0,65535
74,C2-A1-1-1.tif:00074-01804,2096.768,818.646,212,2325,0,65535
75,C2-A1-1-1.tif:00075-01766,98.598,550.055,259,932,0,65535
76,C2-A1-1-1.tif:00076-01763,71.556,635.326,356,1070,0,65535
77,C2-A1-1-1.tif:00077-01778,302.866,552.639,351,949,0,65535
78,C2-A1-1-1.tif:00078-01766,52.003,561.224,288,1071,0,65535
79,C2-A1-1-1.tif:00079-01771,175.147,1062.838,350,3585,0,65535
80,C2-A1-1-1.tif:00080-01777,273.329,623.129,352,1153,0,65535
81,C2-A1-1-1.tif:00081-01776,101.926,596.224,350,1034,0,65535
82,C2-A1-1-1.tif:00082-01775,128.968,621.606,352,1055,0,65535
83,C2-A1-1-1.tif:00083-01774,70.724,489.506,351,887,0,65535
84,C2-A1-1-1.tif:00084-01778,96.518,667.237,211,1157,0,65535
85,C2-A1-1-1.tif:00085-01786,85.701,594.010,351,1147,0,65535
86,C2-A1-1-1.tif:00086-01778,40.770,465.214,276,766,0,65535
87,C2-A1-1-1.tif:00087-01785,138.120,549.467,350,1208,0,65535
88,C2-A1-1-1.tif:00088-01792,178.475,696.711,298,1296,0,65535
89,C2-A1-1-1.tif:00089-01793,66.980,554.714,56,1153,0,65535
90,C2-A1-1-1.tif:00090-01795,96.102,523.229,218,843,0,65535
91,C2-A1-1-1.tif:00091-01836,1528.061,690.980,343,1696,0,65535
92,C2-A1-1-1.tif:00092-01794,59.076,514.535,354,877,0,65535
93,C2-A1-1-1.tif:00093-01809,210.509,700.119,274,1375,0,65535
94,C2-A1-1-1.tif:00094-01816,1035.487,1003.996,234,2033,0,65535
95,C2-A1-1-1.tif:00095-01799,99.014,550.643,351,892,0,65535
96,C2-A1-1-1.tif:00096-01799,46.179,553.631,351,858,0,65535
97,C2-A1-1-1.tif:00097-01800,47.011,576.885,352,1010,0,65535
98,C2-A1-1-1.tif:00098-01864,2093.855,1803.179,353,4228,0,65535
99,C2-A1-1-1.tif:00099-01829,416.857,764.115,232,1524,0,65535
100,C2-A1-1-1.tif:00100-01810,56.995,466.650,162,758,0,65535
101,C2-A1-1-1.tif:00101-01840,445.147,839.179,293,2383,0,65535
102,C2-A1-1-1.tif:00102-01834,134.792,729.383,351,1603,0,65535
103,C2-A1-1-1.tif:00103-01843,220.909,549.757,172,955,0,65535
104,C2-A1-1-1.tif:00104-01836,45.347,613.569,353,1171,0,65535
105,C2-A1-1-1.tif:00105-01836,71.972,699.896,354,1289,0,65535
106,C2-A1-1-1.tif:00106-01876,1501.851,1017.557,223,1902,0,65535
107,C2-A1-1-1.tif:00107-01877,2260.266,1780.066,350,4668,0,65535
108,C2-A1-1-1.tif:00108-01841,53.251,593.672,350,1068,0,65535
109,C2-A1-1-1.tif:00109-01839,44.515,565.467,194,1075,0,65535
110,C2-A1-1-1.tif:00110-01839,71.556,669.017,359,1149,0,65535
111,C2-A1-1-1.tif:00111-01840,48.675,649.274,103,1040,0,65535
112,C2-A1-1-1.tif:00112-01849,70.724,469.776,351,832,0,65535
113,C2-A1-1-1.tif:00113-01852,43.267,472.183,127,758,0,65535
114,C2-A1-1-1.tif:00114-01853,63.236,497.467,299,767,0,65535
115,C2-A1-1-1.tif:00115-01850,45.763,560.418,350,814,0,65535
116,C2-A1-1-1.tif:00116-01850,88.197,532.580,276,938,0,65535
117,C2-A1-1-1.tif:00117-01860,301.618,656.088,350,1563,0,65535
118,C2-A1-1-1.tif:00118-01856,86.533,560.370,352,923,0,65535
119,C2-A1-1-1.tif:00119-01850,94.854,662.351,353,1383,0,65535
120,C2-A1-1-1.tif:00120-01854,116.487,536.557,350,987,0,65535
121,C2-A1-1-1.tif:00121-01853,91.526,675.627,170,1824,0,65535
122,C2-A1-1-1.tif:00122-01856,65.732,539.196,353,832,0,65535
123,C2-A1-1-1.tif:00123-01866,166.410,557.273,350,946,0,65535
124,C2-A1-1-1.tif:00124-01873,297.042,778.234,350,2151,0,65535
125,C2-A1-1-1.tif:00125-01873,329.492,554.745,236,949,0,65535
126,C2-A1-1-1.tif:00126-01887,941.881,657.996,207,2330,0,65535
127,C2-A1-1-1.tif:00127-01867,44.515,462.710,256,745,0,65535
128,C2-A1-1-1.tif:00128-01872,57.828,462.662,346,742,0,65535
129,C2-A1-1-1.tif:00129-01873,54.499,541.504,310,902,0,65535
130,C2-A1-1-1.tif:00130-01873,84.869,506.265,142,849,0,65535
131,C2-A1-1-1.tif:00131-01872,64.484,537.348,350,924,0,65535
132,C2-A1-1-1.tif:00132-01877,56.163,504.044,312,733,0,65535
133,C2-A1-1-1.tif:00133-01879,40.354,452.175,350,805,0,65535
134,C2-A1-1-1.tif:00134-01909,1325.457,1010.716,242,2325,0,65535
135,C2-A1-1-1.tif:00135-01889,182.635,637.768,332,1210,0,65535
136,C2-A1-1-1.tif:00136-01892,197.612,625.762,244,1593,0,65535
137,C2-A1-1-1.tif:00137-01887,42.435,653.824,359,965,0,65535
138,C2-A1-1-1.tif:00138-01898,322.004,695.359,351,1539,0,65535
139,C2-A1-1-1.tif:00139-01894,82.789,629.824,355,1059,0,65535
140,C2-A1-1-1.tif:00140-01899,182.219,548.242,231,922,0,65535
141,C2-A1-1-1.tif:00141-01892,66.564,694.413,359,1149,0,65535
142,C2-A1-1-1.tif:00142-01903,208.013,820.462,351,2195,0,65535
143,C2-A1-1-1.tif:00143-01902,62.820,518.099,351,944,0,65535
144,C2-A1-1-1.tif:00144-01900,53.251,555.555,356,879,0,65535
145,C2-A1-1-1.tif:00145-01899,70.308,479.799,351,805,0,65535
146,C2-A1-1-1.tif:00146-01909,168.490,547.202,350,989,0,65535
147,C2-A1-1-1.tif:00147-01907,133.960,500.783,223,782,0,65535
148,C2-A1-1-1.tif:00148-01923,609.061,841.655,350,1517,0,65535
149,C2-A1-1-1.tif:00149-01900,43.683,634.895,351,1039,0,65535
150,C2-A1-1-1.tif:00150-01904,113.159,580.184,350,1273,0,65535
151,C2-A1-1-1.tif:00151-01904,52.003,615.072,367,1002,0,65535
152,C2-A1-1-1.tif:00152-01903,76.133,604.361,323,1122,0,65535
153,C2-A1-1-1.tif:00153-01916,455.964,628.818,351,1051,0,65535
154,C2-A1-1-1.tif:00154-01903,84.869,609.412,352,965,0,65535
155,C2-A1-1-1.tif:00155-01935,1601.697,921.972,294,2627,0,65535
156,C2-A1-1-1.tif:00156-01907,107.751,645.263,123,1316,0,65535
157,C2-A1-1-1.tif:00157-01945,3171.361,1142.861,247,2578,0,65535
158,C2-A1-1-1.tif:00158-01908,116.487,646.250,252,1165,0,65535
159,C2-A1-1-1.tif:00159-01908,78.629,755.471,353,2006,0,65535
160,C2-A1-1-1.tif:00160-01903,55.331,514.338,350,807,0,65535
161,C2-A1-1-1.tif:00161-01919,219.661,1499.820,352,3896,0,65535
162,C2-A1-1-1.tif:00162-01923,239.215,874.132,353,2286,0,65535
163,C2-A1-1-1.tif:00163-01914,60.740,557.952,353,950,0,65535
164,C2-A1-1-1.tif:00164-01913,42.851,465.466,317,676,0,65535
165,C2-A1-1-1.tif:00165-01938,533.760,677.447,196,1260,0,65535
166,C2-A1-1-1.tif:00166-01919,142.281,1260.585,355,2583,0,65535
167,C2-A1-1-1.tif:00167-01922,147.689,562.465,302,971,0,65535
168,C2-A1-1-1.tif:00168-01927,263.760,863.110,350,1928,0,65535
169,C2-A1-1-1.tif:00169-01922,113.159,826.419,350,2230,0,65535
170,C2-A1-1-1.tif:00170-01916,70.308,677.266,351,1186,0,65535
171,C2-A1-1-1.tif:00171-01922,102.342,606.736,352,975,0,65535
172,C2-A1-1-1.tif:00172-01931,175.147,517.910,350,915,0,65535
173,C2-A1-1-1.tif:00173-01929,57.411,512.341,183,929,0,65535
174,C2-A1-1-1.tif:00174-01973,2399.634,1109.288,335,2539,0,65535
175,C2-A1-1-1.tif:00175-01944,374.423,628.930,267,1153,0,65535
176,C2-A1-1-1.tif:00176-01937,44.515,651.299,351,1164,0,65535
177,C2-A1-1-1.tif:00177-01959,866.997,719.711,242,1465,0,65535
178,C2-A1-1-1.tif:00178-01931,58.660,559.716,350,814,0,65535
179,C2-A1-1-1.tif:00179-01972,2112.993,1252.797,259,3450,0,65535
180,C2-A1-1-1.tif:00180-01933,59.908,467.118,269,748,0,65535
181,C2-A1-1-1.tif:00181-01934,69.476,612.275,354,1173,0,65535
182,C2-A1-1-1.tif:00182-01934,76.549,718.957,354,1630,0,65535
183,C2-A1-1-1.tif:00183-01942,131.880,818.924,351,1410,0,65535
184,C2-A1-1-1.tif:00184-01961,1186.504,1106.713,212,2526,0,65535
185,C2-A1-1-1.tif:00185-01934,57.828,514.151,350,833,0,65535
186,C2-A1-1-1.tif:00186-01953,587.844,594.802,309,1148,0,65535
187,C2-A1-1-1.tif:00187-01945,86.949,557.273,350,1015,0,65535
188,C2-A1-1-1.tif:00188-01945,286.641,837.954,299,2073,0,65535
189,C2-A1-1-1.tif:00189-02000,2589.758,1159.454,313,2552,0,65535
190,C2-A1-1-1.tif:00190-01948,114.823,523.145,298,863,0,65535
191,C2-A1-1-1.tif:00191-01951,106.919,498.132,218,764,0,65535
192,C2-A1-1-1.tif:00192-01948,67.812,646.282,229,1144,0,65535
193,C2-A1-1-1.tif:00193-01966,584.100,679.218,350,1210,0,65535
194,C2-A1-1-1.tif:00194-01953,119.815,790.455,356,1693,0,65535
195,C2-A1-1-1.tif:00195-01958,170.154,653.108,350,1486,0,65535
196,C2-A1-1-1.tif:00196-01952,114.407,569.898,183,956,0,65535
197,C2-A1-1-1.tif:00197-01971,796.688,1275.883,350,3685,0,65535
198,C2-A1-1-1.tif:00198-01955,48.675,488.709,219,703,0,65535
199,C2-A1-1-1.tif:00199-01949,41.603,471.170,170,701,0,65535
200,C2-A1-1-1.tif:00200-01955,61.572,535.297,350,923,0,65535
201,C2-A1-1-1.tif:00201-01990,1533.885,896.239,264,1763,0,65535
202,C2-A1-1-1.tif:00202-01959,145.193,693.765,322,1526,0,65535
203,C2-A1-1-1.tif:00203-01955,42.019,563.772,360,892,0,65535
204,C2-A1-1-1.tif:00204-01962,116.487,545.218,321,854,0,65535
205,C2-A1-1-1.tif:00205-01958,59.908,717.431,343,1474,0,65535
206,C2-A1-1-1.tif:00206-01961,52.835,722.039,359,1452,0,65535
207,C2-A1-1-1.tif:00207-01971,208.845,660.803,350,1149,0,65535
208,C2-A1-1-1.tif:00208-01982,504.223,791.188,315,1367,0,65535
209,C2-A1-1-1.tif:00209-01964,115.655,510.550,239,930,0,65535
210,C2-A1-1-1.tif:00210-01976,353.205,579.044,86,1012,0,65535
211,C2-A1-1-1.tif:00211-01973,241.711,618.697,350,1298,0,65535
212,C2-A1-1-1.tif:00212-01968,61.988,537.369,332,804,0,65535
213,C2-A1-1-1.tif:00213-01970,118.983,611.374,352,1157,0,65535
214,C2-A1-1-1.tif:00214-01964,42.019,478.208,112,799,0,65535
215,C2-A1-1-1.tif:00215-01989,713.899,742.123,198,1380,0,65535
216,C2-A1-1-1.tif:00216-01968,82.373,475.076,304,726,0,65535
217,C2-A1-1-1.tif:00217-01970,54.499,717.664,351,1227,0,65535
218,C2-A1-1-1.tif:00218-01975,146.025,523.179,311,828,0,65535
219,C2-A1-1-1.tif:00219-02019,2964.596,1170.668,33,2690,0,65535
220,C2-A1-1-1.tif:00220-01970,49.923,567.483,363,950,0,65535
221,C2-A1-1-1.tif:00221-01972,132.712,645.361,286,1219,0,65535
222,C2-A1-1-1.tif:00222-01978,64.900,506.333,350,887,0,65535
223,C2-A1-1-1.tif:00223-01981,61.572,495.770,353,780,0,65535
224,C2-A1-1-1.tif:00224-01980,54.083,510.154,353,795,0,65535
225,C2-A1-1-1.tif:00225-01991,178.891,633.147,90,1210,0,65535
226,C2-A1-1-1.tif:00226-01984,89.861,499.250,350,794,0,65535
227,C2-A1-1-1.tif:00227-01997,326.580,723.064,246,1409,0,65535
228,C2-A1-1-1.tif:00228-01988,66.980,566.907,350,1092,0,65535
229,C2-A1-1-1.tif:00229-01985,44.931,563.231,402,842,0,65535
230,C2-A1-1-1.tif:00230-01990,100.678,781.165,352,1395,0,65535
231,C2-A1-1-1.tif:00231-01987,50.755,444.828,351,624,0,65535
232,C2-A1-1-1.tif:00232-01988,46.595,503.250,350,960,0,65535
233,C2-A1-1-1.tif:00233-01993,104.838,506.159,350,906,0,65535
234,C2-A1-1-1.tif:00234-01992,95.270,948.498,350,2227,0,65535
235,C2-A1-1-1.tif:00235-02000,307.027,730.617,291,1804,0,65535
236,C2-A1-1-1.tif:00236-02007,432.250,865.940,351,1825,0,65535
237,C2-A1-1-1.tif:00237-01995,52.419,478.056,356,748,0,65535
238,C2-A1-1-1.tif:00238-02004,252.111,680.338,143,1570,0,65535
239,C2-A1-1-1.tif:00239-01995,65.732,514.044,354,818,0,65535
240,C2-A1-1-1.tif:00240-01996,50.339,510.810,147,796,0,65535
241,C2-A1-1-1.tif:00241-01999,65.732,555.215,285,1165,0,65535
242,C2-A1-1-1.tif:00242-01998,56.579,487.963,229,709,0,65535
243,C2-A1-1-1.tif:00243-02001,91.526,592.545,355,1143,0,65535
244,C2-A1-1-1.tif:00244-01998,47.843,535.913,356,902,0,65535
245,C2-A1-1-1.tif:00245-02001,57.411,512.413,356,716,0,65535
246,C2-A1-1-1.tif:00246-02003,56.579,462.860,347,706,0,65535
247,C2-A1-1-1.tif:00247-02004,85.701,614.505,350,1074,0,65535
248,C2-A1-1-1.tif:00248-02039,1527.645,1595.196,149,6838,0,65535
249,C2-A1-1-1.tif:00249-02014,308.691,673.659,351,1236,0,65535
250,C2-A1-1-1.tif:00250-02005,42.851,445.903,307,615,0,65535
251,C2-A1-1-1.tif:00251-02008,102.342,523.333,278,770,0,65535
252,C2-A1-1-1.tif:00252-02007,70.308,524.183,354,1019,0,65535
253,C2-A1-1-1.tif:00253-02006,40.770,618.806,351,1148,0,65535
254,C2-A1-1-1.tif:00254-02011,41.187,596.455,351,1195,0,65535
255,C2-A1-1-1.tif:00255-02023,507.551,665.117,350,1091,0,65535
256,C2-A1-1-1.tif:00256-02008,44.931,524.074,350,795,0,65535
257,C2-A1-1-1.tif:00257-02021,225.902,715.123,262,1292,0,65535
258,C2-A1-1-1.tif:00258-02015,86.117,553.512,208,1043,0,65535
259,C2-A1-1-1.tif:00259-02012,53.667,867.202,352,1823,0,65535
260,C2-A1-1-1.tif:00260-02015,83.621,483.532,350,776,0,65535
261,C2-A1-1-1.tif:00261-02016,69.476,481.425,273,829,0,65535
262,C2-A1-1-1.tif:00262-02020,180.555,704.730,351,1381,0,65535
263,C2-A1-1-1.tif:00263-02014,47.427,553.596,358,838,0,65535
264,C2-A1-1-1.tif:00264-02022,261.680,713.493,334,1421,0,65535
265,C2-A1-1-1.tif:00265-02015,49.923,530.400,350,875,0,65535
266,C2-A1-1-1.tif:00266-02016,55.331,577.023,350,1026,0,65535
267,C2-A1-1-1.tif:00267-02018,66.148,483.799,350,866,0,65535
268,C2-A1-1-1.tif:00268-02017,87.781,547.626,350,1006,0,65535
269,C2-A1-1-1.tif:00269-02018,61.156,606.578,373,916,0,65535
270,C2-A1-1-1.tif:00270-02026,217.997,572.706,280,991,0,65535
271,C2-A1-1-1.tif:00271-02028,116.487,538.746,352,821,0,65535
272,C2-A1-1-1.tif:00272-02029,127.720,555.723,352,884,0,65535
273,C2-A1-1-1.tif:00273-02030,113.159,513.206,229,959,0,65535
274,C2-A1-1-1.tif:00274-02036,191.372,539.250,223,968,0,65535
275,C2-A1-1-1.tif:00275-02042,401.464,928.548,350,2570,0,65535
276,C2-A1-1-1.tif:00276-02025,43.683,678.638,351,1182,0,65535
277,C2-A1-1-1.tif:00277-02033,52.419,502.698,133,864,0,65535
278,C2-A1-1-1.tif:00278-02036,111.495,526.127,350,893,0,65535
279,C2-A1-1-1.tif:00279-02052,720.972,657.640,142,1216,0,65535
280,C2-A1-1-1.tif:00280-02034,134.376,741.517,353,1506,0,65535
281,C2-A1-1-1.tif:00281-02029,61.572,503.851,350,840,0,65535
282,C2-A1-1-1.tif:00282-02031,52.003,601.136,359,975,0,65535
283,C2-A1-1-1.tif:00283-02033,52.419,676.405,350,1415,0,65535
284,C2-A1-1-1.tif:00284-02037,174.731,630.762,215,1253,0,65535
285,C2-A1-1-1.tif:00285-02035,43.267,504.644,350,736,0,65535
286,C2-A1-1-1.tif:00286-02041,82.789,525.010,350,836,0,65535
287,C2-A1-1-1.tif:00287-02044,227.982,596.328,280,1076,0,65535
288,C2-A1-1-1.tif:00288-02048,250.447,524.110,350,863,0,65535
289,C2-A1-1-1.tif:00289-02042,175.147,693.691,350,1175,0,65535
290,C2-A1-1-1.tif:00290-02061,576.195,770.896,266,2218,0,65535
291,C2-A1-1-1.tif:00291-02047,113.159,943.375,284,1882,0,65535
292,C2-A1-1-1.tif:00292-02060,467.612,1056.367,274,2271,0,65535
293,C2-A1-1-1.tif:00293-02044,52.835,503.866,353,759,0,65535
294,C2-A1-1-1.tif:00294-02049,72.388,519.718,315,877,0,65535
295,C2-A1-1-1.tif:00295-02046,64.484,973.465,363,2032,0,65535
296,C2-A1-1-1.tif:00296-02050,60.740,546.048,301,940,0,65535
297,C2-A1-1-1.tif:00297-02053,226.318,709.991,353,1399,0,65535
298,C2-A1-1-1.tif:00298-02050,102.758,621.190,352,1074,0,65535
299,C2-A1-1-1.tif:00299-02058,213.005,560.016,350,950,0,65535
300,C2-A1-1-1.tif:00300-02054,190.124,552.081,284,1060,0,65535
301,C2-A1-1-1.tif:00301-02058,110.663,664.466,294,1456,0,65535
302,C2-A1-1-1.tif:00302-02073,407.705,796.433,239,1662,0,65535
303,C2-A1-1-1.tif:00303-02055,45.763,782.464,352,1690,0,65535
304,C2-A1-1-1.tif:00304-02057,41.603,500.760,351,708,0,65535
305,C2-A1-1-1.tif:00305-02059,54.915,975.909,354,2036,0,65535
306,C2-A1-1-1.tif:00306-02073,402.713,988.212,342,2028,0,65535
307,C2-A1-1-1.tif:00307-02066,78.629,528.984,335,1031,0,65535
308,C2-A1-1-1.tif:00308-02069,119.815,631.997,352,1251,0,65535
309,C2-A1-1-1.tif:00309-02061,42.019,491.990,350,915,0,65535
310,C2-A1-1-1.tif:00310-02065,63.652,618.712,0,1397,0,65535
311,C2-A1-1-1.tif:00311-02074,317.843,659.487,294,1335,0,65535
312,C2-A1-1-1.tif:00312-02071,206.349,956.468,352,2970,0,65535
313,C2-A1-1-1.tif:00313-02071,155.177,676.941,189,1448,0,65535
314,C2-A1-1-1.tif:00314-02074,118.151,747.254,355,1602,0,65535
315,C2-A1-1-1.tif:00315-02070,79.461,508.115,350,897,0,65535
316,C2-A1-1-1.tif:00316-02068,66.148,446.755,335,675,0,65535
317,C2-A1-1-1.tif:00317-02085,454.300,910.786,351,2143,0,65535
318,C2-A1-1-1.tif:00318-02071,72.388,614.034,358,1029,0,65535
319,C2-A1-1-1.tif:00319-02075,112.327,578.793,353,1023,0,65535
320,C2-A1-1-1.tif:00320-02075,92.358,647.239,330,1559,0,65535
321,C2-A1-1-1.tif:00321-02076,157.258,594.749,351,999,0,65535
322,C2-A1-1-1.tif:00322-02072,72.388,504.914,261,892,0,65535
323,C2-A1-1-1.tif:00323-02074,102.758,572.300,255,1141,0,65535
324,C2-A1-1-1.tif:00324-02073,64.900,881.423,350,2996,0,65535
325,C2-A1-1-1.tif:00325-02080,220.077,692.580,357,1186,0,65535
326,C2-A1-1-1.tif:00326-02078,161.002,730.953,350,1562,0,65535
327,C2-A1-1-1.tif:00327-02078,52.003,555.144,141,953,0,65535
328,C2-A1-1-1.tif:00328-02081,126.888,750.128,348,1545,0,65535
329,C2-A1-1-1.tif:00329-02085,187.211,681.718,319,1635,0,65535
330,C2-A1-1-1.tif:00330-02082,153.513,1105.607,291,2714,0,65535
331,C2-A1-1-1.tif:00331-02078,63.652,467.359,314,809,0,65535
332,C2-A1-1-1.tif:00332-02100,587.428,1062.583,350,2434,0,65535
333,C2-A1-1-1.tif:00333-02077,46.595,439.527,352,709,0,65535
334,C2-A1-1-1.tif:00334-02084,76.549,512.272,350,941,0,65535
335,C2-A1-1-1.tif:00335-02084,76.549,473.620,350,794,0,65535
336,C2-A1-1-1.tif:00336-02082,69.060,699.886,355,1124,0,65535
337,C2-A1-1-1.tif:00337-02083,98.182,654.097,350,1530,0,65535
338,C2-A1-1-1.tif:00338-02088,151.433,644.003,211,1093,0,65535
339,C2-A1-1-1.tif:00339-02098,247.951,649.966,356,1374,0,65535
340,C2-A1-1-1.tif:00340-02098,208.429,710.745,351,1405,0,65535
341,C2-A1-1-1.tif:00341-02088,64.900,510.782,354,698,0,65535
342,C2-A1-1-1.tif:00342-02101,286.641,569.225,315,994,0,65535
343,C2-A1-1-1.tif:00343-02096,226.734,851.429,311,2095,0,65535
344,C2-A1-1-1.tif:00344-02093,44.515,524.953,359,873,0,65535
345,C2-A1-1-1.tif:00345-02096,114.823,599.772,351,1230,0,65535
346,C2-A1-1-1.tif:00346-02095,67.396,497.025,283,927,0,65535
347,C2-A1-1-1.tif:00347-02097,79.045,732.758,351,1333,0,65535
348,C2-A1-1-1.tif:00348-02114,572.867,719.508,297,1486,0,65535
349,C2-A1-1-1.tif:00349-02103,202.188,768.333,350,1514,0,65535
350,C2-A1-1-1.tif:00350-02102,109.831,471.364,267,790,0,65535
351,C2-A1-1-1.tif:00351-02115,812.497,821.367,240,1960,0,65535
352,C2-A1-1-1.tif:00352-02096,55.747,483.082,352,812,0,65535
353,C2-A1-1-1.tif:00353-02104,49.923,551.592,350,882,0,65535
354,C2-A1-1-1.tif:00354-02101,52.419,482.873,231,819,0,65535
355,C2-A1-1-1.tif:00355-02098,87.365,783.452,351,1420,0,65535
356,C2-A1-1-1.tif:00356-02099,74.885,823.239,286,2160,0,65535
357,C2-A1-1-1.tif:00357-02117,539.169,629.413,350,1444,0,65535
358,C2-A1-1-1.tif:00358-02104,97.766,502.906,186,835,0,65535
359,C2-A1-1-1.tif:00359-02103,58.660,555.645,350,928,0,65535
360,C2-A1-1-1.tif:00360-02100,68.644,1287.570,356,5911,0,65535
361,C2-A1-1-1.tif:00361-02116,413.945,911.592,350,1910,0,65535
